positive,              omg its already 7:30 :O
positive,          my life is very lazzzzyyyy!!!!!!!            ***********
positive,  such a nice day
positive, @ksymmonds THANKYOU 
positive, a perfect weekend 
positive," cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
positive,0
positive, haha! Off the phone with my bby!  I lovee youu!  -Nitee!
positive, LOL. @elieehinojas...have you seen my new presentation...
positive, I work at 1030 u?
positive,"- It's Manillusion's 4th birthday! Stop by for good offers, candy and longer opening hours "
positive, moday is the last day of skool!! only a half day  
positive,#3hotwords - fancy a 'coffee' 
positive,#Bigambition have the yummiest hot chocolate! 
positive,#euruko let's make some noise with archaeopteryx 
positive,#24 episodes 23+24 preair have been released  /me downloads
positive,#followfriday @DianaKhalil for awesome web development and social media links  she is a great person to know and treasure 
positive, Lovely day.
positive,#GoodSex Only Happens When Your With Me... Sorry Im Taking?!?!?! 
positive,#charitytuesday @comfortdoll 1.take pic of band with comfort doll  2.auction pic on ebay 3.send proceeds to World Vision 4.no brainer 
positive,"#eBucks =&gt;  http://tr.im/ngOT maybe, we'll see after we've moved into the house. Could be awesome "
positive, sweet @mileycyrus the winneerr is.......MILEY CYRUS!!! I love you giirll
positive,#FollowFriday @DakotaCassidy is a gift to everyone who reads! Her Tweets are as terrific as her! You'll LOVE her!  !
positive,"#followfriday because shes a lovely soul that allways makes you feel welcome, and who you could never hate @salandpepper  x"
positive,#myweakness tall guys. 
positive,#reading &quot;Boneman's Daughter&quot; by Ted Dekker which also looks good! #ADD Whatchu gonna do 
positive,"#threethingsilove - beer,pizza and the gf.. and yes.. in that order.. "
positive,$ perf record pahole ../build/perf/vmlinux &gt; /dev/null Lets try using the perf tools on something other than the perf tools 
positive,#musicmonday jonas brothers-paranoid 
positive,#myweakness rugged boys! 
positive,#squarespace please 
positive, the joys of sky plus
positive,$1 smarties ice cream at walmart and sobys.....better stock up 
positive,---&gt; You know your Tweeting too much when Tweeples start telling you that your not Tweeting up to your usual high standards. Too cute! 
positive,#1UP @DirtyDiva well part of the EA press conference talked about it so it IS topical 
positive,&quot;He's just not that into you&quot; sparked some good life advice and personal tales from my stepmom. I feel much more enlightened. 
positive,#auscert is anyone else spoiling their dinner by eating way too many free mentos? Mmmmm. Mentos 
positive,"&quot;Break the mold, be extraordinary!&quot; - Dove Chocolate's moment "
positive,#FF @amous @bacieabbracci....because we're AWESOME &amp; FABULOUS 
positive,&quot;LOSER&quot; is fastly becoming 1 of thee biggest songs on the net! Lets PRAY GEFFEN gives Tommy Lee @DJYODA2n9ne a VIDEO BUDGET 
positive,"#followfriday @chovaleoni she's hilarious, witty &amp; wonderful "
positive,#followfriday A great person all around @gaylejack.  
negative,  i want a hug
negative,     ....    My mood is currently BLAH . Sitting in a parking lot
negative,   i still Feel like a Douchebag
negative,"  ''Love, save the empty''"
negative, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.
negative, definately bedtime
negative, found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine
negative," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
negative," i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol"
negative, i forgot to tell you guys that I didnt make  the cheer team  gggrr!! 
negative, I have to go to work.
negative, I make nonsense jokes that make pain to others....
negative, I slept for maybe an hour or two...even though i tried so hard to fall asleep cause i need my rest.
negative, i wish paramore won for best song... boo
negative, got sick at work...kinnda feel faint
negative, Have to take my mom to the hospital...Hopefully she'll be alright
negative,0
negative, i dont feel good at all my tummy and head hurts really bad (((
negative, I have that sad and disappointed feeling in my gut...
negative, mayfield psychiatric hospital.
negative, i miss him so much.
negative, no they are not.. stupid changes! Why they did last year and not this year?
negative, odd i tried to call mitchel musso but it dosent work.... 
negative, owireee
negative, it hurts...
negative,0
negative, The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!
negative, They cut the sound on one of them....
negative, wasted a grand yesterday. Just sunk in. And sadly I'm gonna be back to shopping in a few hours. Must kick habit.
negative, My iTunes card just ran out.
negative, no encontre a pololo en Mr Twitter
negative, poor bradie. poor shauny @bradiewebbstack @shaunjumnow
negative, she fell alseep on me
negative, super worried. Gonna go visit Nick in the hospital soon.
negative,#fail shazam isn't working on my 3gs  that's my most favoritist app!!
negative, whatever jess you miss me if not thats sad cause i miss you..
negative,#3stalkerwords - you're not home 
negative," missed the anarbor show because i forgot what day today was.. ughhh. sick, sleepless, phoneless, bff-less.. yep lifes just grand."
negative,#gokeyisadouche poor gokey 
negative, nyc. Fuck I shouldn't be watching movies set in the city
negative,#iamontwitter im so lonely!!!  nom nom nom good ice cream and bon bons!
,
,
,
,
,
,
,
,
,
,
,
,
,
